,0
6013,Positive
6014,Positive
6015,Positive
6016,Negative
6017,Neutral
6018,Negative
6019,Negative
6020,Negative
6021,Positive
6022,Neutral
6023,Positive
6024,Negative
6025,Positive
6026,Negative
6027,Positive
6028,Positive
6029,Negative
6030,Positive
6031,Negative
6032,Positive
6033,Positive
6034,Positive
6035,Neutral
6036,Positive
6037,Positive
6038,Positive
6039,Positive
6040,Negative
6041,Positive
6042,Negative
6043,Negative
6044,Positive
6045,Positive
6046,Negative
6047,Positive
6048,Positive
6049,Neutral
6050,Positive
6051,Positive
6052,Positive
6053,Neutral
6054,Positive
6055,Positive
6056,Neutral
6057,Positive
6058,Negative
6059,Positive
6060,Negative
6061,Negative
6062,Negative
6063,Neutral
6064,Neutral
6065,Neutral
6066,Negative
6067,Positive
6068,Positive
6069,Positive
6070,Positive
6071,Negative
6072,Negative
6073,Positive
6074,Positive
6075,Positive
6076,Positive
6077,Negative
6078,Positive
6079,Positive
6080,Neutral
6081,Positive
6082,Neutral
6083,Negative
6084,Neutral
6085,Positive
6086,Positive
6087,Negative
6088,Positive
6089,Positive
6090,Positive
6091,Positive
6092,Neutral
6093,Positive
6094,Positive
6095,Positive
6096,Positive
6097,Neutral
6098,Negative
6099,Neutral
6100,Neutral
6101,Positive
6102,Positive
6103,Positive
6104,Positive
6105,Neutral
6106,Positive
6107,Positive
6108,Neutral
6109,Negative
6110,Positive
6111,Neutral
6112,Positive
6113,Negative
6114,Positive
6115,Positive
6116,Positive
6117,Positive
6118,Positive
6119,Negative
6120,Positive
6121,Positive
6122,Neutral
6123,Positive
6124,Positive
6125,Positive
6126,Negative
6127,Positive
6128,Positive
6129,Positive
6130,Positive
6131,Neutral
6132,Neutral
6133,Negative
6134,Negative
6135,Negative
6136,Neutral
6137,Positive
6138,Positive
6139,Positive
6140,Positive
6141,Positive
6142,Positive
6143,Positive
6144,Positive
6145,Positive
6146,Positive
6147,Positive
6148,Neutral
6149,Positive
6150,Positive
6151,Positive
6152,Positive
6153,Positive
6154,Negative
6155,Positive
6156,Positive
6157,Positive
6158,Positive
6159,Positive
6160,Negative
6161,Positive
6162,Positive
6163,Neutral
6164,Neutral
6165,Positive
6166,Neutral
6167,Positive
6168,Positive
6169,Positive
6170,Positive
6171,Positive
6172,Positive
6173,Neutral
6174,Neutral
6175,Negative
6176,Positive
6177,Negative
6178,Positive
6179,Negative
6180,Positive
6181,Neutral
6182,Positive
6183,Negative
6184,Positive
6185,Neutral
6186,Positive
6187,Positive
6188,Positive
6189,Positive
6190,Negative
6191,Negative
6192,Negative
6193,Positive
6194,Positive
6195,Positive
6196,Positive
6197,Positive
6198,Negative
6199,Positive
6200,Neutral
6201,Neutral
6202,Positive
6203,Neutral
6204,Positive
6205,Positive
6206,Neutral
6207,Positive
6208,Positive
6209,Positive
6210,Positive
6211,Negative
6212,Negative
6213,Positive
6214,Positive
6215,Positive
6216,Positive
6217,Negative
6218,Neutral
6219,Negative
6220,Positive
6221,Positive
6222,Positive
6223,Neutral
6224,Positive
6225,Negative
6226,Positive
6227,Positive
6228,Positive
6229,Positive
6230,Positive
6231,Negative
6232,Positive
6233,Positive
6234,Positive
6235,Positive
6236,Negative
6237,Positive
6238,Positive
6239,Negative
6240,Positive
6241,Positive
6242,Positive
6243,Positive
6244,Negative
6245,Neutral
6246,Positive
6247,Negative
6248,Positive
6249,Neutral
6250,Positive
6251,Positive
6252,Positive
6253,Negative
6254,Negative
6255,Negative
6256,Positive
6257,Negative
6258,Neutral
6259,Positive
6260,Positive
6261,Negative
6262,Negative
6263,Negative
6264,Positive
6265,Positive
6266,Negative
6267,Neutral
6268,Positive
6269,Positive
6270,Neutral
6271,Positive
6272,Negative
6273,Negative
6274,Negative
6275,Positive
6276,Negative
6277,Negative
6278,Positive
6279,Neutral
6280,Neutral
6281,Negative
6282,Negative
6283,Positive
6284,Positive
6285,Positive
6286,Negative
6287,Neutral
6288,Positive
6289,Negative
6290,Neutral
6291,Positive
6292,Neutral
6293,Positive
6294,Positive
6295,Positive
6296,Negative
6297,Negative
6298,Positive
6299,Positive
6300,Negative
6301,Negative
6302,Positive
6303,Positive
6304,Positive
6305,Positive
6306,Negative
6307,Positive
6308,Positive
6309,Positive
6310,Positive
6311,Negative
6312,Positive
6313,Neutral
6314,Positive
6315,Neutral
6316,Positive
6317,Positive
6318,Positive
6319,Negative
6320,Negative
6321,Positive
6322,Positive
6323,Positive
6324,Negative
6325,Positive
6326,Negative
6327,Positive
6328,Neutral
6329,Positive
6330,Positive
6331,Positive
6332,Neutral
6333,Positive
6334,Positive
6335,Positive
6336,Positive
6337,Negative
6338,Positive
6339,Positive
6340,Positive
6341,Negative
6342,Positive
6343,Positive
6344,Negative
6345,Positive
6346,Positive
6347,Positive
6348,Positive
6349,Positive
6350,Positive
6351,Positive
6352,Positive
6353,Negative
6354,Positive
6355,Positive
6356,Positive
6357,Positive
6358,Negative
6359,Positive
6360,Positive
6361,Negative
6362,Positive
6363,Negative
6364,Positive
6365,Positive
6366,Positive
6367,Neutral
6368,Positive
6369,Positive
6370,Negative
6371,Negative
6372,Positive
6373,Positive
6374,Negative
6375,Positive
6376,Positive
6377,Positive
6378,Negative
6379,Neutral
6380,Positive
6381,Negative
6382,Positive
6383,Positive
6384,Neutral
6385,Negative
6386,Neutral
6387,Negative
6388,Positive
6389,Positive
6390,Negative
6391,Positive
6392,Positive
6393,Neutral
6394,Positive
6395,Positive
6396,Positive
6397,Negative
6398,Positive
6399,Positive
6400,Positive
6401,Positive
6402,Positive
6403,Negative
6404,Positive
6405,Positive
6406,Negative
6407,Neutral
6408,Negative
6409,Negative
6410,Positive
6411,Positive
6412,Positive
6413,Positive
6414,Negative
6415,Positive
6416,Positive
6417,Positive
6418,Positive
6419,Positive
6420,Positive
6421,Neutral
6422,Positive
6423,Positive
6424,Positive
6425,Positive
6426,Positive
6427,Positive
6428,Positive
6429,Positive
6430,Neutral
6431,Neutral
6432,Positive
6433,Positive
6434,Positive
6435,Negative
6436,Positive
6437,Positive
6438,Positive
6439,Positive
6440,Positive
6441,Negative
6442,Neutral
6443,Positive
6444,Neutral
6445,Positive
6446,Positive
6447,Neutral
6448,Positive
6449,Positive
6450,Positive
6451,Positive
6452,Negative
6453,Positive
6454,Positive
6455,Positive
6456,Positive
6457,Neutral
6458,Positive
6459,Neutral
6460,Positive
6461,Negative
6462,Positive
6463,Negative
6464,Positive
6465,Positive
6466,Negative
6467,Positive
6468,Neutral
6469,Neutral
6470,Positive
6471,Negative
6472,Positive
6473,Neutral
6474,Positive
6475,Neutral
6476,Positive
6477,Positive
6478,Positive
6479,Positive
6480,Positive
6481,Negative
6482,Positive
6483,Neutral
6484,Positive
6485,Positive
6486,Negative
6487,Neutral
6488,Negative
6489,Neutral
6490,Positive
6491,Negative
6492,Positive
6493,Positive
6494,Negative
6495,Positive
6496,Positive
6497,Positive
6498,Negative
6499,Neutral
6500,Positive
6501,Positive
6502,Positive
6503,Negative
6504,Neutral
6505,Negative
6506,Positive
6507,Positive
6508,Positive
6509,Positive
6510,Positive
6511,Negative
6512,Negative
6513,Positive
6514,Neutral
6515,Positive
6516,Positive
6517,Positive
6518,Positive
6519,Positive
6520,Positive
6521,Negative
6522,Negative
6523,Positive
6524,Positive
6525,Positive
6526,Positive
6527,Neutral
6528,Positive
6529,Positive
6530,Positive
6531,Positive
6532,Positive
6533,Positive
6534,Positive
6535,Positive
6536,Positive
6537,Positive
6538,Negative
6539,Positive
6540,Neutral
6541,Positive
6542,Positive
6543,Negative
6544,Neutral
6545,Positive
6546,Positive
6547,Positive
6548,Positive
6549,Positive
6550,Positive
6551,Positive
6552,Positive
6553,Positive
6554,Positive
6555,Positive
6556,Negative
6557,Positive
6558,Positive
6559,Negative
6560,Negative
6561,Positive
6562,Neutral
6563,Negative
6564,Positive
6565,Neutral
6566,Negative
6567,Positive
6568,Positive
6569,Positive
6570,Positive
6571,Positive
6572,Positive
6573,Positive
6574,Neutral
6575,Positive
6576,Neutral
6577,Positive
6578,Neutral
6579,Negative
6580,Negative
6581,Negative
6582,Positive
6583,Positive
6584,Positive
6585,Positive
6586,Positive
6587,Positive
6588,Neutral
6589,Negative
6590,Positive
6591,Positive
6592,Neutral
6593,Positive
6594,Negative
6595,Positive
6596,Positive
6597,Neutral
6598,Neutral
6599,Positive
6600,Negative
6601,Neutral
6602,Neutral
6603,Positive
6604,Positive
6605,Neutral
6606,Positive
6607,Neutral
6608,Negative
6609,Positive
6610,Positive
6611,Negative
6612,Positive
6613,Neutral
6614,Positive
6615,Positive
6616,Neutral
6617,Positive
6618,Positive
6619,Positive
6620,Positive
6621,Negative
6622,Negative
6623,Positive
6624,Positive
6625,Positive
6626,Positive
6627,Positive
6628,Positive
6629,Positive
6630,Negative
6631,Positive
6632,Positive
6633,Neutral
6634,Positive
6635,Positive
6636,Positive
6637,Positive
6638,Positive
6639,Negative
6640,Positive
6641,Positive
6642,Positive
6643,Neutral
6644,Positive
6645,Negative
6646,Positive
6647,Positive
6648,Positive
6649,Neutral
6650,Positive
6651,Positive
6652,Positive
6653,Negative
6654,Positive
6655,Positive
6656,Negative
6657,Positive
6658,Neutral
6659,Positive
6660,Positive
6661,Neutral
6662,Positive
6663,Positive
6664,Positive
6665,Negative
6666,Positive
6667,Negative
6668,Negative
6669,Positive
6670,Positive
6671,Positive
6672,Neutral
6673,Positive
6674,Positive
6675,Positive
6676,Neutral
6677,Negative
6678,Positive
6679,Positive
6680,Positive
6681,Positive
6682,Positive
6683,Positive
6684,Positive
6685,Positive
6686,Positive
6687,Positive
6688,Positive
6689,Positive
6690,Positive
6691,Positive
6692,Negative
6693,Positive
6694,Positive
6695,Positive
6696,Positive
6697,Positive
6698,Positive
6699,Positive
6700,Positive
6701,Neutral
6702,Positive
6703,Positive
6704,Positive
6705,Neutral
6706,Negative
6707,Positive
6708,Negative
6709,Positive
6710,Positive
6711,Positive
6712,Positive
6713,Positive
6714,Positive
6715,Positive
6716,Positive
6717,Positive
6718,Neutral
6719,Neutral
6720,Positive
6721,Negative
6722,Positive
6723,Positive
6724,Positive
6725,Positive
6726,Negative
6727,Negative
6728,Negative
6729,Positive
6730,Negative
6731,Positive
6732,Positive
6733,Positive
6734,Positive
6735,Positive
6736,Positive
6737,Negative
6738,Positive
6739,Neutral
6740,Negative
6741,Positive
6742,Positive
6743,Positive
6744,Neutral
6745,Positive
6746,Neutral
6747,Negative
6748,Positive
6749,Positive
6750,Positive
6751,Positive
6752,Positive
6753,Positive
6754,Negative
6755,Positive
6756,Positive
6757,Positive
6758,Neutral
6759,Positive
6760,Neutral
6761,Negative
6762,Positive
6763,Positive
6764,Positive
6765,Neutral
6766,Negative
6767,Negative
6768,Neutral
6769,Positive
6770,Positive
6771,Positive
6772,Positive
6773,Positive
6774,Positive
6775,Positive
6776,Positive
6777,Positive
6778,Positive
6779,Neutral
6780,Positive
6781,Positive
6782,Positive
6783,Positive
6784,Neutral
6785,Positive
6786,Negative
6787,Positive
6788,Positive
6789,Negative
6790,Positive
6791,Positive
6792,Positive
6793,Negative
6794,Positive
6795,Positive
6796,Neutral
6797,Negative
6798,Positive
6799,Positive
6800,Positive
6801,Positive
6802,Neutral
6803,Negative
6804,Positive
6805,Positive
6806,Positive
6807,Positive
6808,Neutral
6809,Negative
6810,Neutral
6811,Positive
6812,Positive
6813,Positive
6814,Neutral
6815,Neutral
6816,Positive
6817,Positive
6818,Positive
6819,Negative
6820,Positive
6821,Positive
6822,Neutral
6823,Neutral
6824,Positive
6825,Positive
6826,Neutral
6827,Positive
6828,Positive
6829,Negative
6830,Negative
6831,Positive
6832,Positive
6833,Positive
6834,Positive
6835,Negative
6836,Positive
6837,Negative
6838,Negative
6839,Positive
6840,Positive
6841,Positive
6842,Negative
6843,Negative
6844,Positive
6845,Positive
6846,Neutral
6847,Positive
6848,Positive
6849,Positive
6850,Positive
6851,Positive
6852,Positive
6853,Negative
6854,Positive
6855,Negative
6856,Negative
6857,Positive
6858,Positive
6859,Neutral
6860,Positive
6861,Positive
6862,Negative
6863,Neutral
6864,Positive
6865,Negative
6866,Positive
6867,Negative
6868,Positive
6869,Positive
6870,Positive
6871,Positive
6872,Neutral
6873,Negative
6874,Positive
6875,Negative
6876,Positive
6877,Positive
6878,Positive
6879,Negative
6880,Positive
6881,Negative
6882,Negative
6883,Positive
6884,Positive
6885,Neutral
6886,Negative
6887,Negative
6888,Positive
6889,Positive
6890,Positive
6891,Positive
6892,Positive
6893,Neutral
6894,Positive
6895,Positive
6896,Positive
6897,Positive
6898,Positive
6899,Negative
6900,Positive
6901,Positive
6902,Positive
6903,Positive
6904,Negative
6905,Neutral
6906,Positive
6907,Positive
6908,Neutral
6909,Positive
6910,Positive
6911,Negative
6912,Neutral
6913,Positive
6914,Negative
6915,Positive
6916,Negative
6917,Neutral
6918,Negative
6919,Positive
6920,Positive
6921,Neutral
6922,Positive
6923,Negative
6924,Negative
6925,Positive
6926,Positive
6927,Positive
6928,Positive
6929,Positive
6930,Positive
6931,Positive
6932,Neutral
6933,Positive
6934,Positive
6935,Positive
6936,Positive
6937,Positive
6938,Neutral
6939,Positive
6940,Negative
6941,Positive
6942,Neutral
6943,Positive
6944,Positive
6945,Negative
6946,Positive
6947,Positive
6948,Positive
6949,Positive
6950,Positive
6951,Negative
6952,Positive
6953,Positive
6954,Neutral
6955,Negative
6956,Negative
6957,Positive
6958,Positive
6959,Negative
6960,Positive
6961,Neutral
6962,Negative
6963,Neutral
6964,Neutral
6965,Negative
6966,Neutral
6967,Positive
6968,Positive
6969,Negative
6970,Positive
6971,Negative
6972,Positive
6973,Positive
6974,Negative
6975,Positive
6976,Positive
6977,Positive
6978,Negative
6979,Positive
6980,Neutral
6981,Positive
6982,Positive
6983,Positive
6984,Positive
6985,Negative
6986,Positive
6987,Negative
6988,Neutral
6989,Positive
6990,Positive
6991,Positive
6992,Positive
6993,Positive
6994,Positive
6995,Neutral
6996,Neutral
6997,Positive
6998,Positive
6999,Positive
7000,Positive
7001,Positive
7002,Positive
7003,Positive
7004,Positive
7005,Positive
7006,Negative
7007,Neutral
7008,Positive
7009,Neutral
7010,Negative
7011,Positive
7012,Positive
7013,Negative
7014,Negative
7015,Positive
7016,Positive
7017,Positive
7018,Neutral
7019,Neutral
7020,Positive
7021,Positive
7022,Neutral
7023,Positive
7024,Neutral
7025,Negative
7026,Positive
7027,Positive
7028,Positive
7029,Positive
7030,Negative
7031,Positive
7032,Positive
7033,Positive
7034,Positive
7035,Positive
7036,Positive
7037,Positive
7038,Positive
7039,Positive
7040,Negative
7041,Positive
7042,Neutral
7043,Neutral
7044,Neutral
7045,Positive
7046,Positive
7047,Positive
7048,Positive
7049,Positive
7050,Negative
7051,Positive
7052,Positive
7053,Neutral
7054,Negative
7055,Negative
7056,Negative
7057,Positive
7058,Positive
7059,Positive
7060,Negative
7061,Neutral
7062,Positive
7063,Negative
7064,Positive
7065,Positive
7066,Neutral
7067,Negative
7068,Neutral
7069,Positive
7070,Positive
7071,Positive
7072,Neutral
7073,Neutral
7074,Neutral
7075,Negative
7076,Positive
7077,Positive
7078,Positive
7079,Positive
7080,Positive
7081,Neutral
7082,Negative
7083,Negative
7084,Positive
7085,Positive
7086,Negative
7087,Positive
7088,Negative
7089,Positive
7090,Neutral
7091,Positive
7092,Positive
7093,Positive
7094,Positive
7095,Negative
7096,Neutral
7097,Positive
7098,Neutral
7099,Neutral
7100,Positive
7101,Negative
7102,Positive
7103,Positive
7104,Positive
7105,Neutral
7106,Positive
7107,Negative
7108,Positive
7109,Neutral
7110,Positive
7111,Positive
7112,Positive
7113,Positive
7114,Negative
7115,Negative
7116,Positive
7117,Positive
7118,Positive
7119,Negative
7120,Positive
7121,Neutral
7122,Positive
7123,Positive
7124,Positive
7125,Neutral
7126,Negative
7127,Positive
7128,Positive
7129,Negative
7130,Neutral
7131,Neutral
7132,Positive
7133,Negative
7134,Positive
7135,Positive
7136,Positive
7137,Neutral
7138,Negative
7139,Positive
7140,Negative
7141,Negative
7142,Negative
7143,Neutral
7144,Positive
7145,Positive
7146,Negative
7147,Positive
7148,Negative
7149,Positive
7150,Positive
7151,Negative
7152,Positive
7153,Neutral
7154,Negative
7155,Negative
7156,Positive
7157,Negative
7158,Negative
7159,Positive
7160,Negative
7161,Neutral
7162,Negative
7163,Neutral
7164,Positive
7165,Negative
7166,Positive
7167,Neutral
7168,Negative
7169,Positive
7170,Negative
7171,Negative
7172,Positive
7173,Positive
7174,Positive
7175,Positive
7176,Neutral
7177,Positive
7178,Neutral
7179,Neutral
7180,Positive
7181,Positive
7182,Positive
7183,Positive
7184,Neutral
7185,Neutral
7186,Neutral
7187,Neutral
7188,Positive
7189,Positive
7190,Positive
7191,Positive
7192,Positive
7193,Positive
7194,Neutral
7195,Positive
7196,Positive
7197,Positive
7198,Negative
7199,Neutral
7200,Positive
7201,Positive
7202,Positive
7203,Positive
7204,Positive
7205,Positive
7206,Positive
7207,Positive
7208,Positive
7209,Positive
7210,Positive
7211,Negative
7212,Positive
7213,Positive
7214,Negative
7215,Positive
7216,Positive
7217,Negative
7218,Neutral
7219,Positive
7220,Positive
7221,Negative
7222,Positive
7223,Neutral
7224,Negative
7225,Positive
7226,Neutral
7227,Negative
7228,Neutral
7229,Neutral
7230,Negative
7231,Positive
7232,Neutral
7233,Negative
7234,Positive
7235,Positive
7236,Positive
7237,Positive
7238,Positive
7239,Neutral
7240,Positive
7241,Positive
7242,Positive
7243,Positive
7244,Positive
7245,Neutral
7246,Negative
7247,Positive
7248,Positive
7249,Positive
7250,Positive
7251,Positive
7252,Positive
7253,Positive
7254,Positive
7255,Positive
7256,Neutral
7257,Positive
7258,Neutral
7259,Positive
7260,Negative
7261,Neutral
7262,Positive
7263,Positive
7264,Negative
7265,Positive
7266,Negative
7267,Positive
7268,Positive
7269,Positive
7270,Negative
7271,Neutral
7272,Positive
7273,Positive
7274,Positive
7275,Negative
7276,Positive
7277,Positive
7278,Positive
7279,Negative
7280,Negative
7281,Positive
7282,Negative
7283,Positive
7284,Neutral
7285,Negative
7286,Negative
7287,Negative
7288,Positive
7289,Positive
7290,Negative
7291,Positive
7292,Positive
7293,Positive
7294,Positive
7295,Positive
7296,Negative
7297,Positive
7298,Positive
7299,Negative
7300,Positive
7301,Positive
7302,Positive
7303,Positive
7304,Positive
7305,Positive
7306,Positive
7307,Neutral
7308,Positive
7309,Negative
7310,Positive
7311,Positive
7312,Positive
7313,Neutral
7314,Positive
7315,Positive
7316,Neutral
7317,Positive
7318,Negative
7319,Positive
7320,Neutral
7321,Positive
7322,Positive
7323,Neutral
7324,Positive
7325,Positive
7326,Negative
7327,Neutral
7328,Positive
7329,Positive
7330,Positive
7331,Positive
7332,Negative
7333,Positive
7334,Positive
7335,Negative
7336,Positive
7337,Positive
7338,Positive
7339,Positive
7340,Positive
7341,Neutral
7342,Positive
7343,Negative
7344,Negative
7345,Neutral
7346,Positive
7347,Positive
7348,Positive
7349,Positive
7350,Negative
7351,Neutral
7352,Positive
7353,Negative
7354,Positive
7355,Negative
7356,Negative
7357,Positive
7358,Neutral
7359,Negative
7360,Positive
7361,Negative
7362,Negative
7363,Positive
7364,Neutral
7365,Positive
7366,Positive
7367,Negative
7368,Negative
7369,Positive
7370,Positive
7371,Positive
7372,Positive
7373,Negative
7374,Positive
7375,Negative
7376,Positive
7377,Positive
7378,Negative
7379,Negative
7380,Positive
7381,Positive
7382,Positive
7383,Positive
7384,Positive
7385,Positive
7386,Positive
7387,Neutral
7388,Positive
7389,Negative
7390,Negative
7391,Positive
7392,Positive
7393,Positive
7394,Positive
7395,Positive
7396,Neutral
7397,Positive
7398,Positive
7399,Negative
7400,Positive
7401,Neutral
7402,Negative
7403,Positive
7404,Positive
7405,Positive
7406,Negative
7407,Neutral
7408,Positive
7409,Positive
7410,Positive
7411,Positive
7412,Neutral
7413,Neutral
7414,Positive
7415,Positive
7416,Positive
7417,Positive
7418,Positive
7419,Positive
7420,Positive
7421,Neutral
7422,Neutral
7423,Positive
7424,Positive
7425,Neutral
7426,Positive
7427,Positive
7428,Negative
7429,Positive
7430,Positive
7431,Positive
7432,Positive
7433,Positive
7434,Positive
7435,Positive
7436,Positive
7437,Negative
7438,Positive
7439,Positive
7440,Positive
7441,Positive
7442,Positive
7443,Neutral
7444,Positive
7445,Neutral
7446,Neutral
7447,Positive
7448,Negative
7449,Positive
7450,Positive
7451,Negative
7452,Negative
7453,Neutral
7454,Negative
7455,Positive
7456,Positive
7457,Positive
7458,Positive
7459,Negative
7460,Negative
7461,Positive
7462,Positive
7463,Positive
7464,Positive
7465,Positive
7466,Positive
7467,Positive
7468,Negative
7469,Negative
7470,Negative
7471,Positive
7472,Negative
7473,Negative
7474,Positive
7475,Positive
7476,Positive
7477,Negative
7478,Negative
7479,Positive
7480,Positive
7481,Positive
7482,Positive
7483,Positive
7484,Positive
7485,Positive
